Ano,Mês,Vereador,Especificação,Credor,CNPJ,Valor Total,Saldo
2024,9,DR VICENTE,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,900.0,23887.83
2024,9,DR VICENTE,Despesas com Serviço Gráfico (ref. julho),GRÁFICA PRINTCOLOR,02.824.298/0001-80,5547.51,18340.32
2024,9,DR VICENTE,Despesas com Serviço Gráfico (ref. Agosto),GRÁFICA PRINTCOLOR,02.824.298/0001-80,4315.46,14024.86
2024,9,DR VICENTE,Despesas com Serviço Gráfico (ref. Set ),GRÁFICA PRINTCOLOR,02.824.298/0001-80,6779.53,7245.33
2024,9,DR VICENTE,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,7238.28,7.05
2024,9,ELPIDIO NOGUEIRA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7085.0,20407.38
2024,9,ELPIDIO NOGUEIRA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,14980.38
2024,9,ELPIDIO NOGUEIRA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,12267.38
2024,9,ELPIDIO NOGUEIRA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1035.0,11232.38
2024,9,ELPIDIO NOGUEIRA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,304.18,10928.2
2024,9,ELPIDIO NOGUEIRA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5050.0,5878.2
2024,9,ELPIDIO NOGUEIRA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5800.0,78.2
2024,9,EMANUEL ACRIZIO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7792.0,25342.89
2024,9,EMANUEL ACRIZIO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,19922.89
2024,9,EMANUEL ACRIZIO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,17212.89
2024,9,EMANUEL ACRIZIO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,360.0,16852.89
2024,9,EMANUEL ACRIZIO,Despesas com locação de veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5040.0,11812.89
2024,9,EMANUEL ACRIZIO,Despesas com Serviço Gráfico(Ref.Agosto),GRÁFICA  PRINTCOLOR,02.824.298/0001-80,5024.95,6787.94
2024,9,EMANUEL ACRIZIO,Despesas com Serviço Gráfico(Ref.Setemb),GRÁFICA  PRINTCOLOR,02.824.298/0001-80,6777.5,10.44
2024,9,ESTRELA BARROS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7692.0,26258.85
2024,9,ESTRELA BARROS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,21538.85
2024,9,ESTRELA BARROS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2300.0,19238.85
2024,9,ESTRELA BARROS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,360.0,18878.85
2024,9,ESTRELA BARROS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001-47,88.95,18789.9
2024,9,ESTRELA BARROS,Despesas com Telefonia Móvel,TIM S.A,02.421421/0001-11,62.9,18727.0
2024,9,ESTRELA BARROS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,4812.0,13915.0
2024,9,ESTRELA BARROS,Despesas com Serviço Gráfico(Ref.Agosto),GRÁFICA ESTRELA,07.097.989/0001-42,6628.38,7286.62
2024,9,ESTRELA BARROS,Despesas com Serviço Gráfico(Ref.Setemb),GRÁFICA ESTRELA,07.097.989/0001-42,6662.27,624.35
2024,9,EUDES BRINGEL,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6300.0,27429.33
2024,9,EUDES BRINGEL,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5320.0,22109.33
2024,9,EUDES BRINGEL,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,19749.33
2024,9,EUDES BRINGEL,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,720.0,19029.33
2024,9,EUDES BRINGEL,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,5900.0,13129.33
2024,9,EUDES BRINGEL,Despesas com serviços gráficos(Ref.Agosto),GRÁFICA ESTRELA,07.097.989/0001-42,5991.73,7137.6
2024,9,EUDES BRINGEL,Despesas com serviços gráficos(Ref.Set.),GRÁFICA ESTRELA,07.097.989/0001-42,6483.23,654.37
2024,9,FÁBIO RUBENS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7844.0,24481.48
2024,9,FÁBIO RUBENS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,19061.48
2024,9,FÁBIO RUBENS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,16351.48
2024,9,FÁBIO RUBENS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,16351.48
2024,9,FÁBIO RUBENS,Despesas com Telefonia Móvel,CLARO S.A,40.432.544/0001/47,88.95,16262.53
2024,9,FÁBIO RUBENS,Despesas com Serviço Gráfico(Ref.Agosto),GRÁFICA RDS,02.265.186/0001-36,3498.0,12764.53
2024,9,FÁBIO RUBENS,Despesas com Serviço Gráfico(Ref.Set.),GRÁFICA RDS,02.265.186/0001-36,6685.6,6078.93
2024,9,FÁBIO RUBENS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5900.0,178.93
2024,9,GABRIEL AGUIAR,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6200.0,27290.39
2024,9,GABRIEL AGUIAR,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,21890.39
2024,9,GABRIEL AGUIAR,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2100.0,19790.39
2024,9,GABRIEL AGUIAR,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,2295.0,17495.39
2024,9,GABRIEL AGUIAR,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,3874.0,13621.39
2024,9,GABRIEL AGUIAR,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,5670.0,7951.39
2024,9,GARDEL ROLIM,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7500.0,24719.76
2024,9,GARDEL ROLIM,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5300.0,19419.76
2024,9,GARDEL ROLIM,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,600.0,18819.76
2024,9,GARDEL ROLIM,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,225.0,18594.76
2024,9,GARDEL ROLIM,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,113.96,18480.8
2024,9,GARDEL ROLIM,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,6510.0,11970.8
2024,9,GARDEL ROLIM,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,4345.0,7625.8
2024,9,GARDEL ROLIM,Despesas com Serviço Gráfico,GRÁFICA  PRINTCOLOR,02.824.298/0001-80,1920.21,5705.59
2024,9,GARDEL ROLIM,Despesas com Serviço Gráfico,GRÁFICA  PRINTCOLOR,02.824.298/0001-80,5690.38,15.21
2024,9,GERMANO HEMAN,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6192.0,23615.5
2024,9,GERMANO HEMAN,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,18188.5
2024,9,GERMANO HEMAN,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,15828.5
2024,9,GERMANO HEMAN,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,15828.5
2024,9,GERMANO HEMAN,Despesas com Telefonia Móvel,CLARO S.A,40.432.544/0001/47,88.95,15739.55
2024,9,GERMANO HEMAN,Despesas com Telefonia Móvel,TIM S.A,02.421.421/0001-11,894.35,14845.2
2024,9,GERMANO HEMAN,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,10850.0,3995.2
2024,9,GERMANO HEMAN,Despesas com Serviço Gráfico,GRÁFICA RDS,02.265.186/0001-36,3975.0,20.2
2024,9,INSPETOR ALBERTO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,23896.26
2024,9,INSPETOR ALBERTO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,18469.26
2024,9,INSPETOR ALBERTO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,15756.26
2024,9,INSPETOR ALBERTO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,15756.26
2024,9,INSPETOR ALBERTO,Desp.com Comunicação e Divulg. de Mandato,PRM Comunic.Gestão Emp. ltda,37.842.306/0001-03,6500.0,9256.26
2024,9,INSPETOR ALBERTO,Despesas com Serviço Gráfico(Ref. Agosto ),GRÁFICA INFORGRAF,35.432.845/0001-30,3512.58,5743.68
2024,9,INSPETOR ALBERTO,Despesas com Serviço Gráfico(Ref. Setemb),GRÁFICA INFORGRAF,35.432.845/0001-30,4683.44,1060.24
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,22703.41
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5426.8,17276.61
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.8,14562.81
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,639.0,13923.81
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001-62,37.99,13885.82
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Telefonia Móvel,TIM S.A,02.421.421/0001-11,62.9,13822.92
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5100.0,8722.92
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Serviço Gráfico(Ref.Agosto),GRÁFICA PRINTCOLOR,02.824.298/0001-80,3411.45,5311.47
2024,9,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Serviço Gráfico(Ref.Setemb),GRÁFICA PRINTCOLOR,02.824.298/0001-80,5299.8,11.67
2024,9,JORGE PINHEIRO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5100.0,46161.85
2024,9,JORGE PINHEIRO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,40734.85
2024,9,JORGE PINHEIRO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,38021.85
2024,9,JORGE PINHEIRO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,297.0,37724.85
2024,9,JORGE PINHEIRO,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,151.94,37572.91
2024,9,JORGE PINHEIRO,Despesas com Serviço Gráfico,GRÁFICA MARCOGRAF,02.963.095/0001-74,6360.0,31212.91
2024,9,JORGE PINHEIRO,Despesas com Serviço Gráfico,GRÁFICA MARCOGRAF,02.963.095/0001-74,6276.08,24936.83
2024,9,JOSÉ FREIRE,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,25060.36
2024,9,JOSÉ FREIRE,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5200.0,19860.36
2024,9,JOSÉ FREIRE,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2000.0,17860.36
2024,9,JOSÉ FREIRE,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,17860.36
2024,9,JOSÉ FREIRE,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6408.0,11452.36
2024,9,JOSÉ FREIRE,Despesas com Serviço Gráfico(Ref:Agosto),GRÁFICA RDS,02.265.186/0001-36,5565.0,5887.36
2024,9,JOSÉ FREIRE,Despesas com Serviço Gráfico(Ref:Setemb),GRÁFICA RDS,02.265.186/0001-36,5599.19,288.17
2024,9,JULIERME SENA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7100.0,20376.26
2024,9,JULIERME SENA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,14976.26
2024,9,JULIERME SENA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,12276.26
2024,9,JULIERME SENA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1350.0,10926.26
2024,9,JULIERME SENA,Despesas com Comunicação e Divulgação de Mandato,PRM COMUNIC. GESTÃO EMPRES. LTDA,37.842.306/0001-03,5200.0,5726.26
2024,9,JULIERME SENA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5050.0,676.26
2024,9,JÚLIO BRIZZI,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,25972.6
2024,9,JÚLIO BRIZZI,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,20544.97
2024,9,JÚLIO BRIZZI,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,1026.07,19518.9
2024,9,JÚLIO BRIZZI,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1080.0,18438.9
2024,9,JÚLIO BRIZZI,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,107.26,18331.64
2024,9,JÚLIO BRIZZI,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,5000.0,13331.64
2024,9,JÚLIO BRIZZI,Despesas com Serviço Gráfico(Ref:Agosto),GRÁFICA RDS,02.265.186/0001-36,6678.0,6653.64
2024,9,JÚLIO BRIZZI,Despesas com Serviço Gráfico(Ref:Set),GRÁFICA RDS,02.265.186/0001-36,6602.03,51.61
2024,9,KÁTIA RODRIGUES,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7044.0,26695.71
2024,9,KÁTIA RODRIGUES,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,21295.71
2024,9,KÁTIA RODRIGUES,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,18935.71
2024,9,KÁTIA RODRIGUES,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,18935.71
2024,9,KÁTIA RODRIGUES,Despesas com Serviço Gráfico(Ref.Agosto),GRÁFICA SOLUÇÃO,19.386.760/0001-07,5964.95,12970.76
2024,9,KÁTIA RODRIGUES,Despesas com Serviço Gráfico(Ref.Set),GRÁFICA SOLUÇÃO,19.386.760/0001-07,5964.95,7005.81
2024,9,KÁTIA RODRIGUES,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,3023.57,3982.24
2024,9,KÁTIA RODRIGUES,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,3981.57,0.67
2024,9,LÉO COUTO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5100.0,23075.39
2024,9,LÉO COUTO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,3000.0,20075.39
2024,9,LÉO COUTO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,17715.39
2024,9,LÉO COUTO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,17715.39
2024,9,LÉO COUTO,Despesas com Consultoria Jurídica,E.A. ADVOCACIA,50.744.970/0001-70,6703.25,11012.14
2024,9,LÉO COUTO,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,1572.14
2024,9,LUCIANO GIRÃO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7844.0,23505.34
2024,9,LUCIANO GIRÃO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,18085.34
2024,9,LUCIANO GIRÃO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,15372.34
2024,9,LUCIANO GIRÃO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,594.0,14778.34
2024,9,LUCIANO GIRÃO,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,37.99,14740.35
2024,9,LUCIANO GIRÃO,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,58.02,14682.33
2024,9,LUCIANO GIRÃO,Despesas com Consultoria Jurídica,ANTº. ALBUQUERQUE ADVOCACIA,47.730.644/0001-07,6735.75,7946.58
2024,9,LUCIANO GIRÃO,Despesas com Serviço Gráfico,GRÁFICA SOLUÇÃO,19.386.760/0001-07,5898.99,2047.59
2024,9,LÚCIO BRUNO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,20848.5
2024,9,LÚCIO BRUNO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,15420.87
2024,9,LÚCIO BRUNO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.81,12707.06
2024,9,LÚCIO BRUNO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,12707.06
2024,9,LÚCIO BRUNO,Despesas com Telefonia Móvel,TIM S.A,02.421421/0001-11,895.63,11811.43
2024,9,LÚCIO BRUNO,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,2371.43
2024,9,LÚCIO BRUNO,Despesas com serviço Gráfico,GRÁFICA RDS,02.265.186/0001-36,1987.5,383.93
2024,9,MARCELO LEMOS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6712.19,27243.38
2024,9,MARCELO LEMOS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,21815.75
2024,9,MARCELO LEMOS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.81,19101.94
2024,9,MARCELO LEMOS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,19101.94
2024,9,MARCELO LEMOS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5738.0,13363.94
2024,9,MARCELO LEMOS,Despesas com Serviço Gráfico(Ref:Agosto),GRÁFICA RDS,02.265.186/0001-96,6678.0,6685.94
2024,9,MARCELO LEMOS,Despesas com Serviço Gráfico(Ref:Set),GRÁFICA RDS,02.265.186/0001-96,6685.6,0.34
2024,9,MÁRCIO MARTINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,19268.77
2024,9,MÁRCIO MARTINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,13841.14
2024,9,MÁRCIO MARTINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.81,11127.33
2024,9,MÁRCIO MARTINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,207.0,10920.33
2024,9,MÁRCIO MARTINS,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,1968.98,8951.35
2024,9,MÁRCIO MARTINS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,137.35,8814.0
2024,9,MÁRCIO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5670.0,3144.0
2024,9,MÁRCIO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,3133.0,11.0
2024,9,MICHEL LINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6844.0,20297.39
2024,9,MICHEL LINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,15577.39
2024,9,MICHEL LINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,13217.39
2024,9,MICHEL LINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,360.0,12857.39
2024,9,MICHEL LINS,Despesas com Comunicação e Divulgação de Mandato,MARKETING ON SOFTWARE E PUB. LTDA,45.565.661/0001-00,6662.5,6194.89
2024,9,MICHEL LINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6190.0,4.89
2024,9,PAULO MARTINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7850.0,19430.79
2024,9,PAULO MARTINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14010.79
2024,9,PAULO MARTINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11297.79
2024,9,PAULO MARTINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1836.0,9461.79
2024,9,PAULO MARTINS,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,151.94,9309.85
2024,9,PAULO MARTINS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,911.64,8398.21
2024,9,PAULO MARTINS,Despesas com Serviço de Cartas,CORREIOS E TELÉGRAFOS,34.028.316/0010-02,2998.8,5399.41
2024,9,PAULO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5050.0,349.41
2024,9,PEDRO MATOS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7800.0,19455.72
2024,9,PEDRO MATOS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,14055.72
2024,9,PEDRO MATOS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,11355.72
2024,9,PEDRO MATOS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11355.72
2024,9,PEDRO MATOS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,69.61,11286.11
2024,9,PEDRO MATOS,Despesas com Comunicação e Divulgação de Mandato,R e K PRODUCÕES E ASSESORIA LTDA,16.880.815/0001-42,6784.53,4501.58
2024,9,PEDRO MATOS,Despesas com Consultoria Jurídica,CARVALHO E SANTOS ADV,34.636.322/0001-43,4490.5,11.08
2024,9,PPCELL,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,23715.27
2024,9,PPCELL,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,18288.27
2024,9,PPCELL,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,15575.27
2024,9,PPCELL,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,198.0,15377.27
2024,9,PPCELL,Despesas com Serviço Gráfico,GRÁFICA RDS,02.265.186/0001-36,4293.0,11084.27
2024,9,PPCELL,Despesas com Serviço Gráfico,GRÁFICA RDS,02.265.186/0001-36,4345.64,6738.63
2024,9,PPCELL,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6510.0,228.63
2024,9,PRISCILA COSTA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5190.0,22809.8
2024,9,PRISCILA COSTA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,18089.8
2024,9,PRISCILA COSTA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,15729.8
2024,9,PRISCILA COSTA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,15729.8
2024,9,PRISCILA COSTA,Despesas com Serviço Gráfico,GRÁFICA RDS,02.265.186/0001-36,6267.75,9462.05
2024,9,PRISCILA COSTA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,22.05
2024,9,PROF. ENILSON,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7592.0,26445.55
2024,9,PROF. ENILSON,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,21025.55
2024,9,PROF. ENILSON,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,18665.55
2024,9,PROF. ENILSON,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,18665.55
2024,9,PROF. ENILSON,Despesas com Serviço Gráfico,GRÁFICA SOLUÇÃO,19.386.760/0001-07,6634.0,12031.55
2024,9,PROF. ENILSON,Despesas com Serviço Gráfico,GRÁFICA SOLUÇÃO,19.386.760/0001-07,6634.0,5397.55
2024,9,PROF. ENILSON,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,4998.42,399.13
2024,9,RONALDO MARTINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7692.0,24167.39
2024,9,RONALDO MARTINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,18747.39
2024,9,RONALDO MARTINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,16034.39
2024,9,RONALDO MARTINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1872.0,14162.39
2024,9,RONALDO MARTINS,,NA,NA,0.0,14162.39
2024,9,RONIVALDO MAIA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6844.0,32646.8
2024,9,RONIVALDO MAIA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,27926.8
2024,9,RONIVALDO MAIA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,25213.8
2024,9,RONIVALDO MAIA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,945.0,24268.8
2024,9,RONIVALDO MAIA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,75.97,24192.83
2024,9,RONIVALDO MAIA,Despesas com Serviço Gráfico,GRÁFICA PRINTCOLOR,02.824.298/0001-80,5349.36,18843.47
2024,9,RONIVALDO MAIA,Despesas com Serviço Gráfico,GRÁFICA PRINTCOLOR,02.824.298/0001-80,6168.67,12674.8
2024,9,RONIVALDO MAIA,Despesas com Serviço Gráfico,GRÁFICA PRINTCOLOR,02.824.298/0001-80,6747.72,5927.08
2024,9,RONIVALDO MAIA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5662.0,265.08
2024,9,TIA FRANCISCA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7090.0,25583.24
2024,9,TIA FRANCISCA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,20163.24
2024,9,TIA FRANCISCA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,17463.24
2024,9,TIA FRANCISCA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,17463.24
2024,9,TIA FRANCISCA,Despesas com Serviço Gráfico,GRÁFICA SOLUÇÃO,19.386.760/0001-07,5512.63,11950.61
2024,9,TIA FRANCISCA,Despesas com Serviço Gráfico,GRÁFICA SOLUÇÃO,19.386.760/0001-07,5512.63,6437.98
2024,9,TIA FRANCISCA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6400.0,37.98
